protein,n,skew_raw,skew_log,improved
Alanine aminotransferase 1,154,1.6129722544220593,0.9808056605197059,TRUE
Alcohol dehydrogenase [NADP(+)],155,2.7673356844624037,-0.18936749421441842,TRUE
Allograft inflammatory factor 1,155,1.9045544888396013,-0.8683325286487872,TRUE
"Alpha-(1,3)-fucosyltransferase 5",155,1.3247798411680163,-1.5006939018244951,FALSE
Alpha-1-antichymotrypsin,155,-1.2937220712324886,-11.213082402435893,FALSE
Alpha-1-antichymotrypsin complex,155,2.3421506028877417,-4.165385242349094,FALSE
Alpha-1-antitrypsin,155,3.984661480698983,-0.7645022797244712,TRUE
Alpha-2-HS-glycoprotein,155,-0.3857123691182467,-3.909128393238624,FALSE
Alpha-2-antiplasmin,155,-0.023142559923599166,-4.791019629063879,FALSE
Alpha-2-macroglobulin,155,-0.2454529084605189,-6.6187640029549435,FALSE
Alpha-L-iduronidase,154,0.7705708623630272,0.18817256360660267,TRUE
Alpha-enolase,154,1.5506034819685603,0.6160345657713037,TRUE
Alpha-soluble NSF attachment protein,154,4.238050770292079,1.524161150083313,TRUE
Alpha-synuclein,154,4.151445369286986,1.8941104505313604,TRUE
Aminoacylase-1,155,1.5445243266431672,-1.2790622798789764,TRUE
Amphiregulin,154,5.308219010861063,1.9936742894545034,TRUE
Amphoterin-induced protein 2,155,0.8894384565010924,-4.942045175207376,FALSE
Amyloid beta A4 protein,154,0.334581131263083,-0.5478061370099326,FALSE
Angiogenin,154,7.736057475368124,2.296324396303162,TRUE
Angiopoietin-1,155,-0.1360960459502685,-2.889431350266596,FALSE
"Angiopoietin-1 receptor, soluble",155,2.398587299048709,-2.5346433999817557,FALSE
Angiopoietin-2,155,1.6144952071606284,0.889364730363131,TRUE
Angiopoietin-4,155,-1.1566363929678078,-3.028190996799418,FALSE
Angiopoietin-related protein 3,155,1.7658037401752866,-2.860022796366798,FALSE
Angiopoietin-related protein 4,155,1.2293531052783138,-4.129236385106717,FALSE
Angiostatin,154,1.6979942386925013,0.7112004129835858,TRUE
Angiotensin-converting enzyme 2,155,2.779506916583054,-1.4356267057794256,TRUE
Angiotensinogen,154,0.8002357222175309,0.4000232224380718,TRUE
Ankyrin-2,155,6.145560079900963,3.2618689439513027,TRUE
Annexin A1,154,2.3090739241445295,1.4319789351087397,TRUE
Annexin A2,154,4.040511756460354,1.5193736140879086,TRUE
Annexin A5,154,7.889771899547581,4.665680526645925,TRUE
Annexin A6,154,9.50099722143577,3.3517075036023742,TRUE
Anterior gradient protein 2 homolog,155,3.3703039070347414,-2.3880238870301116,TRUE
Antileukoproteinase,154,1.0267032843252368,0.3058769697712036,TRUE
Antithrombin-III,154,0.20079128398334828,-0.6128663168857384,FALSE
Apolipoprotein A-I,154,-0.3750467606302512,-2.0155333865934906,FALSE
Apolipoprotein B,154,6.95088093661015,0.9598524650364519,TRUE
Apolipoprotein D,154,1.0041362330132464,-0.4331969625173579,TRUE
Apolipoprotein E,154,0.7996255226377678,-0.7170761468048075,TRUE
Apolipoprotein E (isoform E2),155,-1.0577972031459282,-10.921887331565971,FALSE
Apolipoprotein E (isoform E3),155,0.5467500252303383,-6.972926328753132,FALSE
Apolipoprotein E (isoform E4),155,-0.3412428598654667,-9.38373344622561,FALSE
Apolipoprotein L1,155,0.7915331428127341,-6.852555422435579,FALSE
Apolipoprotein M,154,1.1422384312616598,0.15309074804720077,TRUE
Apoptosis regulator Bcl-2,155,2.7918844514901306,-1.4483743409348446,TRUE
Appetite-regulating hormone,154,4.688256760828657,2.2028252047794545,TRUE
Arginase-1,155,3.8456724003307117,0.6312073431575533,TRUE
Aromatic-L-amino-acid decarboxylase,154,5.3438003235359535,3.2778227390118984,TRUE
Artemin,154,8.4657831288929,4.961579690640505,TRUE
Arylsulfatase A,154,0.09514396618117353,-0.5817014864716361,FALSE
Arylsulfatase B,154,1.1480529980189669,-0.1324991419472817,TRUE
Asialoglycoprotein receptor 1,155,0.882793625401069,-0.5307234230582222,TRUE
"Aspartate aminotransferase, cytoplasmic",155,-0.26269563959832526,-5.755005237095331,FALSE
Atrial natriuretic factor,154,1.576768586736139,0.8328494152540901,TRUE
Aurora kinase A,154,5.033150957954882,2.334612894388738,TRUE
Aurora kinase B,154,1.9926285008659876,1.2417150326009747,TRUE
Azurocidin,154,7.907132059812001,4.594517680909488,TRUE
B-cell lymphoma 6 protein,155,0.8219344962385758,-1.1448235236800732,FALSE
B-cell receptor CD22,155,-0.09985136544929034,-4.254837666406026,FALSE
BDNF/NT-3 growth factors receptor,154,4.384242446176152,1.8965887625590991,TRUE
BH3-interacting domain death agonist,154,5.832275216138058,3.301089911649641,TRUE
BMP-binding endothelial regulator protein,154,3.3550781509638123,2.0646070737499573,TRUE
Bactericidal permeability-increasing protein,154,5.245772355829219,0.9941387353981039,TRUE
Baculoviral IAP repeat-containing protein 3,155,6.884176562465619,2.9989313817281174,TRUE
Baculoviral IAP repeat-containing protein 5,154,1.3681082166818588,0.8385269443215551,TRUE
Baculoviral IAP repeat-containing protein 7 Isoform beta,154,7.588102542704758,5.505124685588658,TRUE
Basal Cell Adhesion Molecule,154,2.4417997080696665,1.239192743391391,TRUE
Basigin,154,1.5598902078750931,1.1100820396710511,TRUE
Bcl-2-like protein 1,155,-0.6943973325987364,-4.20063338115064,FALSE
Bcl-2-like protein 2,154,5.212943755603737,3.4724672117367104,TRUE
Bcl-2-related protein A1,155,-0.06890398296875146,-2.3183225822290834,FALSE
Bcl2-associated agonist of cell death,154,7.431136465016704,1.9753520720935482,TRUE
Beta-2-microglobulin,155,3.8494781460752745,-1.1888296838027814,TRUE
Beta-Ala-His dipeptidase,155,1.2420181559569046,-0.13837506961619758,TRUE
Beta-endorphin,154,3.7108258640994936,2.5889170369971084,TRUE
Betacellulin,154,5.163526721301933,2.793882975937245,TRUE
Biglycan,154,1.2975209538035417,0.4254240232816782,TRUE
Bone morphogenetic protein 1,155,0.3827042789606758,-1.572128150994874,FALSE
Bone morphogenetic protein 10,155,0.3827617908248084,-0.48583411651579,FALSE
Bone morphogenetic protein 6,155,2.4189105839391116,0.14329252438468362,TRUE
Bone morphogenetic protein 7,155,1.2533886098682874,-3.4721520659822644,FALSE
Bone morphogenetic protein receptor type-1A,155,4.292401464899023,-0.5411993297150871,TRUE
Bone morphogenetic protein receptor type-2,154,7.935973373445111,4.178442756696052,TRUE
Bone sialoprotein 2,154,1.6187278187162981,0.6656232450570589,TRUE
Brain natriuretic peptide 32,155,5.106366086378594,-0.42675587178170776,TRUE
Brain-derived neurotrophic factor,154,-0.009544147191433422,-0.7559881552794864,FALSE
Brain-specific serine protease 4,155,0.6363052970389895,-2.7296357031473426,FALSE
Breast cancer anti-estrogen resistance protein 3,155,1.2204046020326311,-0.7568637062081164,TRUE
Brevican core protein,154,1.5583203586491814,0.3653641002765625,TRUE
Brother of CDO,154,0.8790577501687968,0.034919252221185026,TRUE
C-C motif chemokine 1,155,1.2032240603075053,-12.104423920466393,FALSE
C-C motif chemokine 13,155,-0.0528408079509047,-2.487166157300546,FALSE
C-C motif chemokine 14,155,0.42038417459513394,-4.065680293607657,FALSE
C-C motif chemokine 15,155,1.4913015108924559,-0.671545007187336,TRUE
C-C motif chemokine 16,155,1.849262394888977,-2.5943909626117905,FALSE
C-C motif chemokine 17,154,4.999531517399908,0.9296727025380246,TRUE
C-C motif chemokine 18,154,1.070318207416517,0.27767835511048883,TRUE
C-C motif chemokine 19,155,2.8357721361888375,-0.4417210192376048,TRUE
C-C motif chemokine 2,155,4.526442962400805,0.28967284924943654,TRUE
C-C motif chemokine 20,155,0.046185710430708064,-2.001540111198716,FALSE
C-C motif chemokine 21,155,0.7005215139664048,-3.288252978034801,FALSE
C-C motif chemokine 22,154,3.4499327460790217,0.8313974749866921,TRUE
C-C motif chemokine 23,155,0.6787074874315073,-2.756485082526782,FALSE
C-C motif chemokine 24,155,1.8377538182103734,-1.5933889677807245,TRUE
C-C motif chemokine 25,154,1.9743925293836126,0.3032942861940939,TRUE
C-C motif chemokine 26,155,9.845333174404091,2.3019895659851994,TRUE
C-C motif chemokine 27,154,4.448537233590223,2.460166357988747,TRUE
C-C motif chemokine 28,155,2.0244779168385807,-0.6828237447619836,TRUE
C-C motif chemokine 3,155,8.291353591154918,1.4944703163481161,TRUE
C-C motif chemokine 3-like 1,155,0.8971294572955079,-0.6217838012620719,TRUE
C-C motif chemokine 4-like,155,1.0950032398599858,-0.3364622468129285,TRUE
C-C motif chemokine 5,154,-0.041336905915606306,-0.651017475478926,FALSE
C-C motif chemokine 7,155,6.568156758268456,0.8373307719428478,TRUE
C-C motif chemokine 8,155,3.057717993126724,0.02279861354577968,TRUE
C-X-C motif chemokine 10,155,5.665262894803769,1.5971016809806897,TRUE
C-X-C motif chemokine 11,154,4.443422897183396,1.3957857824111446,TRUE
C-X-C motif chemokine 13,154,1.401638411325339,0.3349463199664378,TRUE
C-X-C motif chemokine 16,155,0.005980259332886596,-4.927169910839692,FALSE
C-X-C motif chemokine 5,155,6.8687753205732935,-0.565200538939665,TRUE
C-X-C motif chemokine 6,155,2.032992091068722,-1.422249242553923,TRUE
C-X-C motif chemokine 9,154,2.9581641440480784,1.9948884114773209,TRUE
C-reactive protein,154,2.700546966168461,0.7529769232659943,TRUE
C-type lectin domain family 1 member B,155,0.31114598914159425,-1.1916639287791086,FALSE
C-type lectin domain family 4 member K,155,5.670617878797826,1.3430134286292783,TRUE
C-type lectin domain family 4 member M,154,0.6240942252277816,-0.2643696393760004,TRUE
C-type lectin domain family 7 member A,155,0.9430426096862831,0.3437600778499854,TRUE
C-type mannose receptor 2,155,0.5436861646787569,-2.3645871725161256,FALSE
C3a anaphylatoxin,155,2.904444396005308,0.8961542400261541,TRUE
C3a anaphylatoxin des Arginine,155,-0.5393757831707543,-8.503534588695432,FALSE
C5a anaphylatoxin,155,1.2292993668329961,-3.25821966302479,FALSE
CCAAT/enhancer-binding protein beta,154,5.560349030834848,1.7273070363863725,TRUE
CD109 antigen,155,1.0420861259660679,-3.315906783322891,FALSE
CD166 antigen,154,1.0743766380634543,0.4688375315009205,TRUE
CD177 antigen,155,1.308449608635697,0.4534488770042067,TRUE
CD209 antigen,154,1.477357473408246,0.6065788386156895,TRUE
CD226 antigen,155,2.3852727334118087,-0.33793368448243744,TRUE
CD27 antigen,155,0.3860785829406679,-5.919650022715507,FALSE
CD40 ligand,155,7.0449467897605365,2.2123093491965697,TRUE
CD48 antigen,155,1.1393132563853599,-1.0721175332258912,TRUE
CD5 antigen-like,155,1.4873106191935075,-1.8382448813063572,FALSE
CD59 glycoprotein,155,0.18605014691377922,-1.8889507486538706,FALSE
CD63 antigen,155,0.32261530190343424,-1.1291009500646174,FALSE
CD70 antigen,155,2.456998678397864,-1.078114723683131,TRUE
CD83 antigen,155,8.567966954148364,3.5102761055537357,TRUE
CD97 antigen,155,9.840993113788707,1.3277646922157753,TRUE
CMRF35-like molecule 6,155,0.2950355202835963,-3.5330096004771496,FALSE
COMM domain-containing protein 7,155,-1.2472914088059794,-7.29119724832058,FALSE
Cadherin-1,154,1.3182349910229014,0.3066134805376986,TRUE
Cadherin-12,155,3.079044540723651,-1.1449096843864441,TRUE
Cadherin-15,155,1.0632811209548785,-3.6595709881468297,FALSE
Cadherin-2,155,5.673265974639773,-1.4775064018665567,TRUE
Cadherin-3,154,1.4252696338533475,0.5116929682903684,TRUE
Cadherin-5,155,0.17902868340340197,-5.317238894785967,FALSE
Cadherin-6,155,11.61971531919025,3.2411511031365796,TRUE
Calcineurin,154,3.0738068125915325,1.4173452140890608,TRUE
Calcineurin subunit B type 1,154,1.8049155562866774,0.21805937907374978,TRUE
Calcium-dependent phospholipase A2,154,11.070556623129855,8.153263597993398,TRUE
"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",155,1.5047176463725935,-2.4244668349468737,FALSE
Calcium/calmodulin-dependent protein kinase kinase 1,154,3.7883449959590747,2.1558542378592445,TRUE
Calcium/calmodulin-dependent protein kinase type 1,155,0.7644553593269424,-3.6582133811952793,FALSE
Calcium/calmodulin-dependent protein kinase type 1D,155,1.8826709921889249,-0.07204780566509462,TRUE
Calcium/calmodulin-dependent protein kinase type II subunit alpha,155,-0.7538705574868353,-3.6744575743205803,FALSE
Calcium/calmodulin-dependent protein kinase type II subunit beta,155,0.7587599873455534,-2.4021214264771045,FALSE
Calcium/calmodulin-dependent protein kinase type II subunit delta,155,0.7391843696455468,-4.0441992152440065,FALSE
Calpain I,154,2.072709895709702,0.8326542682861996,TRUE
Calpastatin,154,1.1873713997815443,0.08764639039611441,TRUE
Calreticulin,154,1.1223299875798414,0.6282900173207642,TRUE
Carbohydrate sulfotransferase 15,155,0.35067643445387386,-4.8502640887970445,FALSE
Carbohydrate sulfotransferase 2,155,10.025456356939712,3.8402766063884117,TRUE
Carbohydrate sulfotransferase 6,155,2.7179733980945966,-0.5550669209812737,TRUE
Carbonic anhydrase 1,154,2.64925247556166,0.426599123666083,TRUE
Carbonic anhydrase 13,154,1.3560201698097678,0.6334516812369879,TRUE
Carbonic anhydrase 2,154,6.380686893759145,3.4877097199878584,TRUE
Carbonic anhydrase 3,154,4.809936043159223,1.5249111753660756,TRUE
Carbonic anhydrase 4,154,1.059538386884438,0.2731252846700049,TRUE
Carbonic anhydrase 6,155,1.752668013737213,-1.1460795559062062,TRUE
Carbonic anhydrase 7,154,4.802303834783469,3.540025232937038,TRUE
Carbonic anhydrase 9,155,7.8720620617380375,-0.1170349138869567,TRUE
Carbonic anhydrase-related protein 10,154,0.8115596634511909,0.5596343352554204,TRUE
Carboxypeptidase B2,154,0.6734308569502114,0.16334454776487237,TRUE
Carboxypeptidase E,154,1.3244598286791402,0.8332926076113959,TRUE
Cardiotrophin-1,155,0.7037963831170713,-3.8330134633959108,FALSE
Casein kinase II 2-alpha':2-beta heterotetramer,155,8.796424470015664,2.459817692141524,TRUE
Casein kinase II 2-alpha:2-beta heterotetramer,155,4.971336455873327,0.4805798730066857,TRUE
Casein kinase II subunit alpha,155,-1.5040093666684697,-3.937339813755325,FALSE
Caspase-10,155,-1.1229313338577995,-7.532235955790828,FALSE
Caspase-2,155,1.3135174390051834,-1.5365263292216145,FALSE
Caspase-3,155,2.4343576010004306,-0.754737580452342,TRUE
Catalase,154,2.9069343903576077,0.556473061372156,TRUE
Cathepsin B,154,0.4766570762683269,0.15177990216918247,TRUE
Cathepsin D,154,4.569487140880833,2.7530669497825055,TRUE
Cathepsin E,154,9.77587038678589,5.4070551978903225,TRUE
Cathepsin F,154,0.8417677840942984,0.3809151953998977,TRUE
Cathepsin G,154,1.6742852027285604,0.9313114360628771,TRUE
Cathepsin H,154,8.680062011426127,3.45357208565619,TRUE
Cathepsin L2,154,1.3965924072233322,0.4407547651711212,TRUE
Cathepsin S,154,0.8545445896561233,0.3286546470974553,TRUE
Cathepsin Z,154,0.502435864165963,-0.10375951306133603,TRUE
Cation-independent mannose-6-phosphate receptor,154,0.5021115723143416,-0.21151233999366337,TRUE
Cell adhesion molecule 1,154,1.5521886339808666,0.4330276340130528,TRUE
Cell adhesion molecule 3,154,3.52976718213122,1.9258768791056446,TRUE
Cell adhesion molecule-related/down-regulated by oncogenes,154,0.37079001453384564,-0.41909568763489835,FALSE
Cell surface glycoprotein CD200 receptor 1,155,5.1568999559769955,-3.0152779181623157,TRUE
Cellular tumor antigen p53,155,1.1295449238846746,-1.3380984601885475,FALSE
Cerebral dopamine neurotrophic factor,154,7.768716434335324,3.609232191153232,TRUE
Chitinase-3-like protein 1,155,0.7313322738225122,-0.8836850756491407,FALSE
Chitotriosidase-1,155,1.1406628013810052,-1.1907069495570655,FALSE
Chloride intracellular channel protein 1,155,0.5401308598545999,-1.383346979816591,FALSE
Choline/ethanolamine kinase,154,0.47669239896575055,-2.1972902636334815,FALSE
Chordin-like protein 1,155,0.08133336350850744,-5.4502088667748625,FALSE
Chorionic somatomammotropin hormone,154,-0.4118597230983477,-1.7755157801653934,FALSE
Chromobox protein homolog 5,155,9.515805283013274,3.192859587179325,TRUE
Chromogranin-A,154,1.625674149544011,0.21501224854668124,TRUE
Chymase,154,2.561091035774282,1.3990285787790642,TRUE
Ciliary neurotrophic factor,154,9.068205717418744,5.25155330026099,TRUE
Ciliary neurotrophic factor receptor subunit alpha,154,3.000351102004371,0.9836415338426082,TRUE
Ck-beta-8-1,154,1.6359720567006437,0.37228549304917297,TRUE
Clusterin,154,8.841331006644014,3.269952137414771,TRUE
Coactosin-like protein,154,0.40651723208145857,-0.39964102073021546,TRUE
Coagulation Factor V,154,4.4806254974798785,0.9913206577674082,TRUE
Coagulation Factor X,154,0.522790677175322,-0.07471026614118347,TRUE
Coagulation Factor XI,154,2.2862463364291696,0.4967539409889846,TRUE
Coagulation factor IX,154,-1.433866050866465,-3.168621867445946,FALSE
Coagulation factor IXab,154,-1.4512923748134925,-2.9129018295613234,FALSE
Coagulation factor VII,154,6.887761350774945,2.893559294214853,TRUE
Coagulation factor Xa,154,0.4699361294450798,-0.15944970981486506,TRUE
Cofilin-1,155,0.946391377474805,-1.9302827038033648,FALSE
Coiled-coil domain-containing protein 80,154,0.3762685479033278,0.011138187604911703,TRUE
Collagen alpha-1(VIII) chain,155,8.187688654858848,2.615213602115107,TRUE
Collagen alpha-1(XXIII) chain,155,-0.17450500243233288,-2.030161129654515,FALSE
Collagenase 3,155,1.0673107866268394,-2.815003694872651,FALSE
Collectin-11,155,1.2581717704871038,-2.1474396522784978,FALSE
Collectin-12,155,2.1005058188203636,-2.2230732730848617,FALSE
Complement C1q subcomponent,155,3.4067290858218886,-4.034555632933795,FALSE
Complement C1r subcomponent,155,12.150943578338522,7.46376277008241,TRUE
Complement C2,155,-0.41226039800343367,-4.3585224695211675,FALSE
Complement C3,155,0.3345475536956473,-2.473899336951929,FALSE
Complement C3b,155,5.097793794073502,1.2520818193004635,TRUE
"Complement C3b, inactivated",155,-0.2829092894479637,-4.667253865766017,FALSE
Complement C3d fragment,155,-0.04508545062358322,-4.020848331654588,FALSE
Complement C4,155,-0.41937100507791125,-9.294594542498002,FALSE
Complement C4b,155,1.7986579733202466,0.7114743532946717,TRUE
Complement C5,155,1.7208611142276105,-6.559568141114465,FALSE
Complement C5b-C6 complex,155,3.7151842496997878,-0.35682942676975826,TRUE
"Complement component 1 Q subcomponent-binding protein, mitochondrial",155,0.32962634427781495,-5.639989561716747,FALSE
Complement component C1q receptor,155,0.5832756052335575,-4.3258540788832445,FALSE
Complement component C6,155,-0.2667810576100209,-7.074634505631982,FALSE
Complement component C7,155,-0.6585576244760324,-3.7655251648236274,FALSE
Complement component C8,155,0.690196476404161,-3.075260268112243,FALSE
Complement component C9,155,0.7167546893606133,-6.559971679394587,FALSE
Complement decay-accelerating factor,154,0.8580087713256247,0.2745736277654755,TRUE
Complement factor B,154,1.1040799478343002,0.1822083181471204,TRUE
Complement factor D,154,3.4269767796908184,1.7395419219230879,TRUE
Complement factor H,154,5.626247130926491,2.839597818172633,TRUE
Complement factor H-related protein 5,154,1.8634462302232722,0.7689893044609806,TRUE
Complement factor I,154,0.4708500150018246,-0.7857482760815351,FALSE
Connective tissue growth factor,154,4.752865637919122,2.839894280930331,TRUE
Connective tissue-activating peptide III,154,0.32718382683761377,-0.8351620178558011,FALSE
Contactin-1,155,0.47724720091120565,-8.347216660836306,FALSE
Contactin-2,155,1.1728249385803995,-0.44646841064358317,TRUE
Contactin-4,155,0.5728889257871352,-5.348203771345767,FALSE
Contactin-5,155,0.17335719704399538,-3.176867516370263,FALSE
Copine-1,155,3.862778136905433,1.2942453028852472,TRUE
Corticosteroid-binding globulin,154,0.228578524238663,-0.21930813176168162,TRUE
Corticotropin,154,9.33583916749993,4.601843382231356,TRUE
Creatine kinase B-type,154,5.369472882972254,3.569263786379441,TRUE
Creatine kinase M-type,154,3.6835754651604273,1.46166801258454,TRUE
Creatine kinase M-type:Creatine kinase B-type heterodimer,154,3.3641255176707863,0.8854656408132499,TRUE
Cryptic protein,155,0.6488911129392332,-3.852200378223204,FALSE
Cyclin-dependent kinase 1:G2/mitotic-specific cyclin-B1 complex,155,-0.7277347808811744,-2.8995335773587745,FALSE
Cyclin-dependent kinase 2:Cyclin-A2 complex,155,-1.0720819934409405,-3.416706958741971,FALSE
Cyclin-dependent kinase 5:Cyclin-dependent kinase 5 activator 1 complex,155,5.097968801916164,-0.5893833829427663,TRUE
Cyclin-dependent kinase 8:Cyclin-C complex,155,0.3144865078881386,-2.791549451430159,FALSE
Cyclin-dependent kinase inhibitor 1B,155,4.589619626523316,1.6547194687660782,TRUE
Cystatin-C,154,2.985453406242057,1.0769352964461507,TRUE
Cystatin-D,154,1.8704919840290652,0.06937736843205476,TRUE
Cystatin-F,154,6.83533096126897,4.286947314922223,TRUE
Cystatin-M,154,0.7031738964122609,-0.03918337010742107,TRUE
Cystatin-S,154,11.907583977863199,7.013333238185862,TRUE
Cystatin-SA,154,1.763526579001515,0.1221722272390879,TRUE
Cystatin-SN,154,0.9359603116460086,0.07931716598424776,TRUE
Cysteine and glycine-rich protein 3,155,7.23660377685185,0.5121540755199943,TRUE
Cysteine-rich secretory protein 3,155,9.974866946330005,3.612959165700038,TRUE
Cysteine-rich with EGF-like domain protein 1,155,-0.06763579449600729,-1.9435679258117782,FALSE
Cytochrome P450 3A4,155,0.5173832804114358,-0.4516837467633745,TRUE
Cytochrome c,154,-0.4135516741372162,-0.9619112962313286,FALSE
Cytokine receptor common subunit gamma,155,4.993769181845566,0.5083792002755072,TRUE
Cytokine receptor-like factor 1:Cardiotrophin-like cytokine factor 1 Complex,155,11.050636634399273,3.4595122732062134,TRUE
Cytokine receptor-like factor 2,154,1.2209105625075407,0.6595592939216782,TRUE
Cytoplasmic protein NCK1,155,11.17842658512413,3.0647425382663642,TRUE
Cytoplasmic tyrosine-protein kinase BMX,154,1.5575927845339654,0.800328744643299,TRUE
Cytoskeleton-associated protein 2,155,1.3442114859883925,-3.8574327252914102,FALSE
Cytosolic non-specific dipeptidase,154,-0.25029435330835414,-0.8169983262774936,FALSE
Cytotoxic T-lymphocyte protein 4,155,10.794890179089736,6.984641033459212,TRUE
Cytotoxic and regulatory T-cell molecule,154,8.269268281593211,3.7612924549816413,TRUE
D-dimer,154,12.39240082834184,8.67730567180061,TRUE
DNA repair protein RAD51 homolog 1,155,10.863738050275494,2.680910892030675,TRUE
DNA topoisomerase 1,154,6.814578663048055,3.2493810190420653,TRUE
Death-associated protein kinase 2,155,1.6924109832767273,-0.9288236336264056,TRUE
Decorin,154,0.6932600903949675,0.22483725407297,TRUE
Delta-like protein 1,155,0.07487781570690127,-4.30323614211704,FALSE
Delta-like protein 4,155,1.5811742431530544,0.9595482971770479,TRUE
Dermatopontin,154,0.6174541341908646,-0.03549841149333803,TRUE
Desert hedgehog protein N-product,154,4.524615945382053,2.6296209972924385,TRUE
Desmocollin-2,155,0.323303617347158,-3.063213814451896,FALSE
Desmocollin-3,155,1.6462426065491393,-1.377878646404753,TRUE
Desmoglein-1,155,1.5493860000500879,-0.2128712419959487,TRUE
"Diablo homolog, mitochondrial",154,-0.22658380324881908,-1.402320627199019,FALSE
